Id,Total words_x,Average words per sentence_x,Total OOV words,Average OOV words,Most frequent unigrams 1,Most frequent unigrams 2,Most frequent unigrams 3,Most frequent unigrams 4,Most frequent unigrams 5,Most frequent unigrams 6,Most frequent bigrams 1,Most frequent bigrams 2,Most frequent bigrams 3,Most frequent bigrams 4,Most frequent bigrams 5,Most frequent bigrams 6,Most frequent trigrams 1,Most frequent trigrams 2,Most frequent trigrams 3,Most frequent trigrams 4,Most frequent trigrams 5,Most frequent trigrams 6,Label,Total characters,Digit percentage,Letter percentage,Uppercase percentage,Total number of sentences,Char frequency - a,Char frequency - b,Char frequency - c,Char frequency - d,Char frequency - e,Char frequency - f,Char frequency - g,Char frequency - h,Char frequency - i,Char frequency - j,Char frequency - k,Char frequency - l,Char frequency - m,Char frequency - n,Char frequency - o,Char frequency - p,Char frequency - q,Char frequency - r,Char frequency - s,Char frequency - t,Char frequency - u,Char frequency - v,Char frequency - w,Char frequency - x,Char frequency - y,Char frequency - z,Common char bigram 1,Common char bigram 2,Common char bigram 3,Common char bigram 4,Common char bigram 5,Common char bigram 6,Common char bigram 7,Common char bigram 8,Common char bigram 9,Common char bigram 10,Common char bigram 11,Common char bigram 12,Common char bigram 13,Common char bigram 14,Common char bigram 15,Common char bigram 16,Common char bigram 17,Common char bigram 18,Common char bigram 19,Common char bigram 20,Common char bigram 21,Common char bigram 22,Common char bigram 23,Common char bigram 24,Common char bigram 25,Common char bigram 26,Common char bigram 27,Common char bigram 28,Common char bigram 29,Common char bigram 30,Common char bigram 31,Common char bigram 32,Common char bigram 33,Common char bigram 34,Common char bigram 35,Common char bigram 36,Common char bigram 37,Common char bigram 38,Common char bigram 39,Common char bigram 40,Common char trigram 1,Common char trigram 2,Common char trigram 3,Common char trigram 4,Common char trigram 5,Common char trigram 6,Common char trigram 7,Common char trigram 8,Common char trigram 9,Common char trigram 10,Common char trigram 11,Common char trigram 12,Common char trigram 13,Common char trigram 14,Common char trigram 15,Common char trigram 16,Common char trigram 17,Common char trigram 18,Common char trigram 19,Common char trigram 20,Common char trigram 21,Common char trigram 22,Common char trigram 23,Common char trigram 24,Common char trigram 25,Common char trigram 26,Common char trigram 27,Common char trigram 28,Common char trigram 29,Common char trigram 30,Common char trigram 31,Common char trigram 32,Common char trigram 33,Common char trigram 34,Common char trigram 35,Common char trigram 36,Common char trigram 37,Common char trigram 38,Common char trigram 39,Common char trigram 40,Digit frequency - 0,Digit frequency - 1,Digit frequency - 2,Digit frequency - 3,Digit frequency - 4,Digit frequency - 5,Digit frequency - 6,Digit frequency - 7,Digit frequency - 8,Digit frequency - 9,Special char frequency - ~,Special char frequency - `,Special char frequency - !,Special char frequency - @,Special char frequency - #,Special char frequency - $,Special char frequency - %,Special char frequency - ^,Special char frequency - &,Special char frequency - *,Special char frequency - (,Special char frequency - ),Special char frequency - -,Special char frequency - _,Special char frequency - +,Special char frequency - =,Special char frequency - {,Special char frequency - },Special char frequency - [,Special char frequency - ],Special char frequency - |,Special char frequency - \,Special char frequency - :,Special char frequency - ;,"Special char frequency - """,Special char frequency - ',Special char frequency - <,"Special char frequency - ,",Special char frequency - >,Special char frequency - .,Special char frequency - ?,Special char frequency - /,Total words_y,Average words per sentence_y,Average POS types per sentence,POS to unique words ratio,Total stopwords,Average stopwords per sentence,Most frequent POS unigrams 1,Most frequent POS unigrams 2,Most frequent POS unigrams 3,Most frequent POS unigrams 4,Most frequent POS unigrams 5,Most frequent POS unigrams 6,Most frequent POS unigrams 7,Most frequent POS unigrams 8,Most frequent POS unigrams 9,Most frequent POS unigrams 10,Most frequent POS unigrams 11,Most frequent POS unigrams 12,Most frequent POS unigrams 13,Most frequent POS unigrams 14,Most frequent POS unigrams 15,Most frequent POS unigrams 16,Most frequent POS unigrams 17,Most frequent POS unigrams 18,Most frequent POS unigrams 19,Most frequent POS unigrams 20,Most frequent POS unigrams 21,Most frequent POS unigrams 22,Most frequent POS unigrams 23,Most frequent POS unigrams 24,Most frequent POS unigrams 25,Most frequent POS unigrams 26,Most frequent POS unigrams 27,Most frequent POS unigrams 28,Most frequent POS unigrams 29,Most frequent POS unigrams 30,Most frequent POS unigrams 31,Most frequent POS unigrams 32,Most frequent POS bigrams 1,Most frequent POS bigrams 2,Most frequent POS bigrams 3,Most frequent POS bigrams 4,Most frequent POS bigrams 5,Most frequent POS bigrams 6,Most frequent POS bigrams 7,Most frequent POS bigrams 8,Most frequent POS bigrams 9,Most frequent POS bigrams 10,Most frequent POS bigrams 11,Most frequent POS bigrams 12,Most frequent POS bigrams 13,Most frequent POS bigrams 14,Most frequent POS bigrams 15,Most frequent POS bigrams 16,Most frequent POS trigrams 1,Most frequent POS trigrams 2,Most frequent POS trigrams 3,Most frequent POS trigrams 4,Most frequent POS trigrams 5,Most frequent POS trigrams 6,Most frequent POS trigrams 7,Most frequent POS trigrams 8,Total sentences,Average sentence length,Flesch-kincaid grade level score
194,383,13.678571428571429,138,0.160621761658031,15,13,8,8,5,5,5,5,3,2,2,2,5,2,1,1,1,1,Human,2368,0.0,0.8065878378378378,0.0168918918918918,28,171,32,59,39,286,38,30,82,135,0,15,109,46,138,139,76,0,116,127,148,25,36,27,0,36,0,90,68,59,58,56,43,41,39,37,32,31,31,31,30,30,29,28,28,28,27,26,25,25,24,24,24,24,23,23,21,21,19,19,19,19,18,17,17,17,17,36,32,26,26,26,25,24,24,24,24,21,16,15,15,15,14,14,13,13,13,13,12,12,11,11,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,8,0,31,0,28,0,0,383,13.678571428571429,14.25,2.1336898395721926,166,5.928571428571429,67,56,49,34,32,24,20,18,17,15,9,9,7,6,5,5,4,4,3,3,3,2,2,2,1,1,0,0,0,0,0,0,20,16,13,13,12,12,12,11,11,10,10,7,7,7,6,6,9,7,6,6,5,5,5,4,28,83.60714285714286,7.769608294930876
195,579,28.95,84,0.046551724137931,9,8,6,4,4,4,4,2,2,2,2,2,2,2,1,1,1,1,Human,2868,0.0,0.7785913528591353,0.0198744769874477,20,163,23,46,73,286,62,41,132,178,0,13,100,80,143,225,30,0,101,144,219,38,40,56,2,38,0,110,90,76,70,66,56,48,43,43,42,42,40,39,37,37,35,35,34,33,33,33,33,31,31,30,29,29,27,27,26,26,26,24,23,23,22,22,21,20,20,54,39,32,31,30,24,20,20,20,20,20,19,19,17,17,17,16,16,16,16,16,15,15,15,15,15,15,15,14,14,14,14,14,14,14,13,13,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,0,20,0,0,579,28.95,29.25,2.7464788732394365,337,16.85,79,75,53,48,45,45,38,32,30,29,15,13,13,13,12,9,7,6,6,5,4,4,2,1,0,0,0,0,0,0,0,0,28,23,23,20,16,14,12,11,10,10,10,10,8,8,8,7,10,10,10,7,6,6,5,5,20,142.45,10.553314335060453
196,350,19.444444444444443,88,0.1293103448275862,10,7,4,4,4,3,3,3,2,2,2,2,2,1,1,1,1,1,Human,2314,0.0,0.8305963699222126,0.0112359550561797,18,101,31,81,71,264,49,35,75,161,3,12,67,25,141,161,62,3,117,142,172,52,31,27,10,27,2,72,59,48,43,40,40,38,34,30,29,29,29,28,28,28,27,27,27,26,26,26,24,24,23,22,22,21,21,21,19,19,19,19,17,17,17,16,16,16,15,44,37,28,26,26,16,15,15,13,12,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,0,17,1,0,350,19.444444444444443,19.77777777777778,1.9453551912568303,149,8.277777777777779,65,62,48,37,34,13,12,11,10,8,8,8,7,6,6,6,5,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,26,26,17,17,16,13,11,11,10,9,8,7,6,6,6,5,13,11,10,10,8,7,6,5,18,127.61111111111111,13.10631746031746
197,497,19.115384615384617,111,0.1292929292929293,12,12,10,4,4,4,2,2,2,2,2,2,2,1,1,1,1,1,Human,2887,0.0,0.8119154832005542,0.0155871146518877,26,179,41,73,75,308,61,19,102,199,1,10,88,72,172,194,55,0,148,154,210,49,50,52,6,26,0,98,78,73,71,62,54,52,46,44,44,43,42,40,38,34,34,34,33,31,30,28,27,26,26,25,25,25,24,23,23,23,23,23,22,22,21,21,21,21,20,59,40,37,31,23,23,23,20,18,17,17,16,16,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,26,0,0,497,19.115384615384617,19.115384615384617,2.2088888888888887,253,9.73076923076923,99,85,64,39,37,22,22,18,18,15,13,12,10,9,8,7,6,5,2,2,1,1,1,0,0,0,0,0,0,0,0,0,38,38,35,22,16,11,9,9,9,8,8,8,7,7,6,6,23,20,12,12,8,7,7,5,26,110.07692307692308,10.715294845999072
198,254,15.875,86,0.1062992125984252,9,9,9,4,3,3,9,9,2,2,1,1,9,1,1,1,1,1,Human,1535,0.0,0.796742671009772,0.0201954397394136,16,98,22,39,38,140,17,16,50,102,1,13,56,27,103,94,26,3,72,75,120,43,14,19,6,28,1,40,38,38,31,30,28,27,27,25,24,24,22,19,18,17,17,17,16,16,15,15,15,14,14,14,13,13,13,13,12,12,12,12,12,12,11,11,11,11,10,26,14,14,13,12,11,11,10,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,18,6,0,16,0,16,0,0,254,15.875,16.25,1.8439716312056735,128,8.0,61,36,29,21,18,13,13,12,12,8,6,5,4,4,4,4,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,16,15,11,11,11,10,10,9,8,7,6,6,4,4,4,4,11,6,6,5,5,5,4,3,16,95.0,9.437647058823533
199,370,21.764705882352946,90,0.1105121293800539,8,7,7,6,5,5,4,2,2,2,2,2,2,2,1,1,1,1,Human,2107,0.0,0.8016136687233033,0.0090175605125771,17,135,26,31,75,251,34,40,95,112,0,3,61,37,106,135,41,9,119,116,146,38,25,19,3,31,1,76,57,56,55,52,43,37,35,33,32,32,30,30,26,26,26,24,24,23,23,22,21,21,21,21,20,20,18,18,17,17,17,16,16,16,16,15,15,15,15,46,41,27,19,18,16,15,15,14,14,14,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,30,0,17,0,0,370,21.764705882352946,21.88235294117647,2.1502890173410405,198,11.647058823529411,51,47,37,34,29,25,21,20,20,18,13,13,12,7,7,5,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,17,14,14,12,10,9,9,9,8,8,8,8,7,6,6,6,8,8,8,6,5,4,4,4,17,123.0,10.615616698292222
200,348,19.333333333333332,84,0.1150442477876106,6,6,5,5,5,3,3,2,2,1,1,1,1,1,1,1,1,1,Human,2038,0.0,0.8076545632973503,0.0093228655544651,18,133,34,59,54,210,41,23,68,136,2,10,70,31,134,129,38,3,98,90,159,32,26,29,3,34,0,66,51,43,40,40,36,35,32,31,30,30,28,28,26,26,25,25,22,21,21,21,21,20,20,20,19,19,18,18,18,18,17,17,17,16,16,16,15,15,15,34,25,18,17,17,15,15,15,15,13,13,12,12,12,12,11,11,11,11,10,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,9,0,12,0,18,0,0,348,19.333333333333332,19.38888888888889,1.8082901554404145,160,8.88888888888889,54,45,36,36,35,26,16,16,14,13,10,10,9,8,3,3,3,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,19,19,16,12,12,11,10,10,9,8,8,8,7,6,6,6,9,9,9,8,6,5,4,4,18,112.27777777777776,9.999195402298852
201,376,12.96551724137931,83,0.1093333333333333,9,6,6,6,6,6,3,3,3,3,2,2,3,2,2,2,1,1,Human,2013,0.0,0.7928464977645305,0.0163934426229508,29,131,21,41,83,216,31,31,109,87,0,20,47,22,104,109,24,0,83,106,185,54,14,32,2,43,1,88,53,53,50,49,46,41,34,31,30,26,25,25,24,24,24,23,22,22,21,21,20,20,20,20,19,19,19,18,18,18,17,17,17,16,16,16,15,15,15,49,27,19,19,18,16,16,16,16,16,15,15,15,15,15,15,14,14,13,12,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,6,0,26,3,0,376,12.96551724137931,13.137931034482758,2.574324324324324,205,7.068965517241379,46,41,32,30,28,26,25,24,21,18,18,11,10,10,9,8,8,7,2,2,2,2,0,0,0,0,0,0,0,0,0,0,15,14,13,12,12,11,10,10,9,7,7,7,7,6,6,6,7,6,6,6,5,5,5,4,29,68.44827586206897,5.036892912382861
202,407,19.38095238095238,96,0.1262135922330097,12,8,7,7,5,3,7,6,3,3,2,2,3,3,3,2,1,1,Human,2375,0.0,0.8105263157894737,0.0105263157894736,21,129,38,55,69,246,52,41,118,134,0,11,84,39,116,149,42,1,108,158,177,48,17,37,11,45,0,82,63,61,54,52,45,44,40,36,34,32,32,29,27,27,27,27,26,26,26,25,22,21,21,21,20,19,19,18,18,18,18,17,17,17,17,17,16,16,16,50,38,28,19,18,16,16,15,14,14,13,13,12,12,12,12,12,12,12,12,12,12,12,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,0,21,0,0,407,19.38095238095238,19.857142857142858,2.0144927536231885,212,10.095238095238097,60,51,48,44,37,25,23,17,13,13,11,10,10,9,9,9,9,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,19,18,16,15,15,14,13,9,8,8,7,7,7,7,6,6,8,8,8,7,6,6,5,5,21,112.14285714285714,9.47178143199726
203,336,17.68421052631579,103,0.1641791044776119,18,6,4,4,4,4,4,3,2,2,2,2,2,1,1,1,1,1,Human,2125,0.0,0.819764705882353,0.0094117647058823,19,158,18,45,42,211,33,49,82,138,0,14,76,62,146,132,58,2,85,114,157,34,28,14,3,39,2,68,51,50,50,43,38,35,35,34,34,30,29,28,28,27,27,25,25,24,24,24,24,23,22,22,21,20,20,20,19,19,18,18,17,16,16,16,15,15,15,36,28,21,21,21,21,21,20,18,15,15,15,14,14,13,13,13,12,12,12,11,11,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,19,0,0,336,17.68421052631579,17.736842105263158,1.9593023255813953,143,7.526315789473684,56,45,40,38,27,20,18,16,15,14,8,8,7,7,6,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,11,10,10,10,8,7,7,7,7,6,6,6,6,6,5,4,4,4,4,4,19,110.89473684210526,11.073442136498516
204,403,14.925925925925926,107,0.1293532338308457,11,11,10,7,6,5,3,2,2,2,2,2,1,1,1,1,1,1,Human,2201,0.0,0.7923671058609723,0.0163562017264879,27,163,17,47,46,218,56,21,90,133,6,33,97,37,93,149,32,2,97,121,151,34,26,33,1,41,0,81,64,55,52,51,46,42,41,32,31,30,29,28,28,25,24,23,23,22,22,22,22,22,22,21,21,19,18,17,16,16,16,15,15,15,15,15,14,14,14,39,35,26,21,21,18,17,16,16,16,14,13,13,13,13,12,12,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,0,27,0,2,403,14.925925925925926,15.148148148148149,2.377906976744186,207,7.666666666666667,62,54,53,38,32,30,24,19,11,11,11,11,10,10,10,7,4,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,27,21,18,14,13,11,10,10,9,8,7,7,6,6,6,6,13,8,8,7,7,7,6,6,27,80.55555555555556,7.852644462644463
205,304,21.714285714285715,102,0.1914191419141914,9,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,Human,1933,0.0010346611484738,0.8199689601655458,0.0087946197620279,14,135,21,56,48,209,38,26,52,115,1,15,48,54,120,126,41,1,98,109,147,49,24,14,7,26,5,53,49,43,42,39,35,34,29,29,27,27,27,25,25,24,24,24,24,23,22,21,21,21,20,18,18,18,17,17,17,16,16,16,16,16,15,15,15,14,14,31,23,17,16,16,15,14,14,13,13,13,13,13,12,11,11,11,11,11,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,7,7,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,0,14,0,0,304,21.714285714285715,21.857142857142858,1.6451612903225807,132,9.428571428571429,45,43,38,23,19,18,16,15,14,12,11,10,9,7,7,6,5,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,14,14,13,10,9,8,7,7,6,5,5,5,4,4,4,4,7,5,4,3,3,3,3,3,14,137.14285714285714,13.577805788982264
206,240,15.0,49,0.0875,7,5,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,Human,1397,0.0,0.8088761632068718,0.0150322118826055,16,83,10,45,30,157,17,9,52,82,0,6,55,30,89,92,37,1,69,62,123,23,20,12,1,24,1,52,46,42,32,29,29,24,21,21,21,20,20,20,18,17,16,16,16,15,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,10,39,27,18,11,10,10,10,10,10,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,9,0,16,0,0,240,15.0,15.0625,1.8257575757575757,121,7.5625,50,35,30,19,19,15,11,10,10,8,6,5,5,3,3,3,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,24,15,14,11,10,9,7,6,5,5,5,5,5,5,4,4,11,9,7,7,6,5,4,4,16,86.375,8.881466942148766
207,452,19.652173913043477,93,0.0764044943820224,8,6,6,5,5,5,3,2,2,2,2,2,2,1,1,1,1,1,Human,2387,0.0025136154168412,0.7846669459572685,0.015919564306661,23,156,21,33,70,220,40,47,108,129,2,35,78,37,151,141,30,5,87,133,185,51,11,50,4,49,0,89,82,71,61,50,46,44,43,42,41,35,35,34,31,29,29,26,25,25,24,23,23,21,20,19,19,19,18,18,18,18,18,17,17,17,17,16,16,15,14,62,42,30,25,23,21,19,17,15,15,15,14,14,14,13,13,12,12,11,11,11,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,2,1,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,11,0,24,0,0,452,19.652173913043477,20.26086956521739,2.127853881278539,242,10.521739130434783,70,51,41,38,30,29,27,26,24,21,15,12,12,11,11,10,8,5,5,5,4,3,2,2,2,1,0,0,0,0,0,0,26,17,15,14,13,11,9,9,9,8,7,7,7,6,6,6,8,7,7,7,5,5,4,4,23,102.82608695652172,7.564292766280616
208,325,13.541666666666666,66,0.0646153846153846,7,6,5,5,5,5,2,2,1,1,1,1,1,1,1,1,1,1,Human,1835,0.0005449591280653,0.7989100817438692,0.017983651226158,24,99,36,39,49,179,30,22,61,127,3,29,64,45,97,147,33,0,86,78,105,24,15,47,3,48,0,51,43,36,36,35,33,33,30,28,26,26,25,24,24,24,21,21,20,19,19,18,18,18,17,17,17,16,16,16,16,16,15,15,15,14,14,14,14,14,14,18,16,16,15,14,14,14,13,12,12,12,12,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,7,0,9,0,24,0,0,325,13.541666666666666,14.0,2.1818181818181817,165,6.875,68,44,37,25,22,19,18,17,13,12,11,11,10,9,4,4,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,15,11,11,10,9,9,8,8,7,6,6,6,6,5,5,8,8,6,6,6,4,4,4,24,75.5,7.754572072072072
209,290,16.11111111111111,55,0.0896551724137931,7,7,7,6,6,4,5,2,2,2,2,2,2,2,2,2,2,1,Human,1666,0.0,0.8091236494597839,0.0156062424969987,18,94,10,38,41,196,29,22,55,116,2,5,55,53,119,96,29,0,82,61,123,30,30,29,0,30,3,64,50,47,43,34,33,33,30,28,26,25,24,23,21,19,19,19,19,18,17,17,17,16,16,16,16,16,14,14,13,13,13,13,13,12,12,12,12,12,11,27,26,17,16,15,13,12,12,12,11,11,10,10,10,10,10,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,0,0,290,16.11111111111111,16.11111111111111,2.0422535211267605,125,6.944444444444445,73,35,28,26,17,15,12,11,11,10,8,8,6,6,5,4,3,3,3,2,1,1,1,0,0,0,0,0,0,0,0,0,18,15,12,11,10,10,9,9,8,7,7,7,6,6,6,5,7,6,6,5,4,4,4,4,18,91.61111111111111,9.0460153256705
210,398,17.304347826086957,103,0.1102756892230576,18,11,9,7,6,5,7,4,3,3,3,3,4,3,2,2,2,2,Human,2287,0.0,0.8006121556624399,0.0144293834717971,23,138,32,42,76,246,23,61,102,112,3,8,83,36,133,145,25,0,93,119,182,65,30,34,6,37,0,83,52,46,43,40,38,37,32,32,32,31,31,30,30,30,30,29,29,29,29,28,25,25,25,25,25,24,23,22,21,21,21,21,21,20,20,19,18,18,18,32,27,26,22,21,21,20,20,19,17,17,17,15,14,14,13,13,13,13,12,12,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,25,0,22,1,0,398,17.304347826086957,17.565217391304348,2.478527607361963,206,8.956521739130435,56,42,39,38,37,31,27,21,18,17,16,15,10,9,8,6,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,16,15,14,14,13,13,11,10,10,10,8,7,7,7,7,7,12,6,6,5,5,5,5,4,23,98.47826086956522,8.90682939856853
211,512,16.0,100,0.09251968503937,18,12,7,6,6,6,3,3,2,2,2,2,1,1,1,1,1,1,Human,2868,0.0,0.803347280334728,0.0122036262203626,32,197,28,77,84,349,72,31,135,146,3,10,97,47,144,151,62,0,146,192,181,33,19,50,7,43,0,120,83,71,71,67,62,54,52,52,48,43,37,37,36,36,35,34,33,32,32,32,29,29,28,27,26,26,25,25,24,24,24,24,23,22,22,21,21,20,20,56,51,47,25,21,20,20,20,20,19,18,18,17,17,17,17,17,17,16,16,16,15,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,32,0,5,512,16.0,16.0625,2.5829145728643215,262,8.1875,79,70,54,44,41,37,36,24,24,21,20,12,12,11,10,4,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,36,23,21,16,15,13,13,12,10,10,10,9,9,9,8,8,12,11,9,9,6,6,5,5,32,88.65625,7.713011363636365
212,400,22.22222222222222,77,0.0852130325814536,12,8,8,7,7,5,3,2,2,2,2,2,1,1,1,1,1,1,Human,2282,0.0,0.8063102541630149,0.0087642418930762,18,114,31,53,40,203,38,34,95,129,1,24,62,77,111,157,42,2,122,159,188,70,17,22,3,44,1,80,68,62,54,44,43,43,43,41,40,38,34,32,32,31,29,28,26,25,25,24,24,23,22,22,22,21,21,21,20,19,18,18,18,18,17,17,17,17,17,50,40,30,23,20,17,16,16,16,15,15,15,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,12,12,11,11,11,11,11,11,11,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,0,16,0,19,0,0,400,22.22222222222222,22.5,2.4846625766871164,214,11.88888888888889,67,56,45,33,30,29,23,19,17,16,13,13,11,10,3,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,27,20,16,14,14,14,11,10,10,9,9,8,8,7,7,7,10,8,8,7,6,6,6,5,18,125.83333333333331,11.281463146314632
213,461,19.208333333333332,125,0.15,10,9,9,8,6,5,8,3,2,2,2,2,3,2,2,2,2,1,Human,2792,0.0,0.8151862464183381,0.0121776504297994,24,170,34,63,67,296,39,35,108,187,3,18,75,60,131,184,49,2,150,185,226,72,43,36,6,36,1,91,78,66,62,57,55,48,40,38,37,35,35,32,32,32,30,29,29,29,29,29,28,28,27,27,27,25,25,24,23,23,23,22,21,21,20,20,20,20,20,48,41,27,26,26,24,23,23,19,18,16,16,16,16,15,14,14,14,14,14,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,0,22,1,0,461,19.208333333333332,19.208333333333332,2.0043478260869567,221,9.208333333333334,65,63,59,46,43,34,24,24,20,13,12,9,8,7,7,5,5,4,3,3,3,2,1,0,0,0,0,0,0,0,0,0,23,20,20,19,17,17,13,12,12,12,12,10,10,9,8,7,14,10,9,7,7,7,6,6,24,115.375,10.88084415584416
214,285,16.764705882352942,61,0.1091549295774647,11,8,5,5,5,4,5,4,3,3,2,2,2,2,2,2,2,1,Human,1603,0.0,0.8041172800998129,0.0118527760449157,17,78,11,36,40,171,25,35,56,94,3,8,58,27,83,96,30,0,77,133,114,41,10,30,2,31,0,54,53,44,32,32,32,31,29,28,28,25,25,24,23,21,20,19,18,18,18,18,17,17,16,16,16,15,13,13,13,12,12,12,12,12,12,11,11,11,11,25,22,19,18,17,16,14,12,11,11,11,11,11,11,10,10,10,9,9,9,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,285,16.764705882352942,16.764705882352942,1.9387755102040816,120,7.0588235294117645,44,34,26,22,19,18,17,17,15,15,13,12,9,9,4,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,15,10,10,10,9,9,8,6,5,5,4,4,4,4,4,4,7,5,5,4,4,3,3,3,17,93.3529411764706,7.549009287925699
